r, n(r;f), dh, beta
0.2585,1.166973429999357,0.3362115635705465,1.8105508021638124
0.258,1.1670059702222773,0.33634666403280805,1.8106012880833682
0.2575,1.1670384363965207,0.3364815686159316,1.81065165911694
0.257,1.1670708382939958,0.33661631737003234,1.810701930425572
0.2565,1.167103180284833,0.3367509279871851,1.8107521087894909
0.256,1.1671354482269936,0.3368853410744017,1.8108021722674252
0.2555,1.1671676562625162,0.3370196150081566,1.810852142800646
0.255,1.1671997973203816,0.3371537198131798,1.8109020094185182
0.2545,1.167231878471609,0.33728768449573227,1.8109517830916761
0.254,1.167263892645179,0.3374214790316232,1.8110014528494855
0.2535,1.1672958354709615,0.3375550846011774,1.8110510119117205
0.253,1.1673277113190865,0.33768851892704393,1.8111004670586062
0.2525,1.167359531630704,0.3378218294273627,1.8111498360410037
0.252,1.167391280594534,0.33795494936326026,1.811199094327827
0.2515,1.1674229696517258,0.3380879261857782,1.8112482596699366
0.251,1.1674545802901106,0.33822068165550906,1.8112973033458364
0.2505,1.167486135391988,0.338353311336844,1.8113462608572484
0.25,1.167517626217097,0.33848577803090546,1.8113951186437207
0.2495,1.1675490473636596,0.3386180584800538,1.8114438683244343
0.249,1.167580404233454,0.3387501748902117,1.811492518280209
0.2485,1.1676117011966107,0.33888214518862686,1.8115410752912702
0.248,1.1676429241110904,0.33901390920693547,1.8115895174163468
0.2475,1.1676740871189322,0.33914552609044835,1.8116378665967097
0.247,1.1677051902201363,0.33927699537532746,1.8116861228323593
0.2465,1.1677362192726635,0.3394082567488643,1.8117342641820244
0.246,1.1677671840484223,0.3395393509906755,1.8117823058067501
0.2455,1.1677980932876737,0.3396703146396133,1.8118302612669879
0.245,1.1678289241081181,0.3398010502061717,1.8118780950610163
0.2445,1.1678596950219244,0.33993163563111506,1.8119258359103305
0.244,1.167890406029093,0.34006207044949194,1.8119734838149315
0.2435,1.1679210429875848,0.34019229406100393,1.8120210168335478
0.243,1.1679516200394386,0.34032236604016514,1.8120684569074506
