Effective Refractance index n(r,f). f =  2.00000000000000000Mode #  1
Радиус 	                n(r,f) 	
5.54000000000000012E-1	1.13547572696987901E+0	
5.54500000000000012E-1	1.13539967289877008E+0	
5.55000000000000012E-1	1.13532352189668487E+0	
5.55500000000000012E-1	1.13524729954681199E+0	
5.56000000000000012E-1	1.13517098026596284E+0	
5.56500000000000012E-1	1.13509457549528717E+0	
5.57000000000000012E-1	1.13501808086465466E+0	
5.57500000000000012E-1	1.13494150781521505E+0	
5.58000000000000012E-1	1.13486484490581860E+0	
5.58500000000000012E-1	1.13478808943557620E+0	
5.59000000000000012E-1	1.13471125117639638E+0	
5.59500000000000012E-1	1.13463432742739005E+0	
5.60000000000000012E-1	1.13455731381842687E+0	
5.60500000000000012E-1	1.13448021471963717E+0	
5.61000000000000012E-1	1.13440302576089062E+0	
5.61500000000000012E-1	1.13432575131231756E+0	
5.62000000000000012E-1	1.13424838700378765E+0	
5.62500000000000012E-1	1.13417093990632031E+0	
5.63000000000000012E-1	1.13409340024800703E+0	
5.63500000000000012E-1	1.13401577509986724E+0	
5.64000000000000012E-1	1.13393806009177060E+0	
5.64500000000000012E-1	1.13386025522371711E+0	
5.65000000000000012E-1	1.13378236486583711E+0	
5.65500000000000012E-1	1.13370439171901967E+0	
5.66000000000000012E-1	1.13362632601135631E+0	
5.66500000000000012E-1	1.13354817044373609E+0	
5.67000000000000012E-1	1.13346992501615901E+0	
5.67500000000000012E-1	1.13339159409875543E+0	
5.68000000000000012E-1	1.13331317332139499E+0	
5.68500000000000012E-1	1.13323466705420804E+0	
5.69000000000000012E-1	1.13315607092706424E+0	
5.69500000000000012E-1	1.13307738931009393E+0	
5.70000000000000012E-1	1.13299861346303643E+0	
5.70500000000000012E-1	1.13291974942526333E+0	
5.71000000000000012E-1	1.13284079822842246E+0	
5.71500000000000012E-1	1.13276175447073565E+0	
5.72000000000000012E-1	1.13268263229424176E+0	
5.72500000000000012E-1	1.13260340881664125E+0	
5.73000000000000012E-1	1.13252409984921423E+0	
5.73500000000000012E-1	1.13244470539196070E+0	
5.74000000000000012E-1	1.13236522107475032E+0	
5.74500000000000012E-1	1.13228563982656366E+0	
5.75000000000000012E-1	1.13220597578943957E+0	
5.75500000000000012E-1	1.13212621919146955E+0	
5.76000000000000012E-1	1.13204637273354267E+0	
5.76500000000000012E-1	1.13196644078578928E+0	
5.77000000000000012E-1	1.13188641460794870E+0	
5.77500000000000012E-1	1.13180629586926219E+0	
5.78000000000000012E-1	1.13172609871176858E+0	
5.78500000000000012E-1	1.13164580025316837E+0	
5.79000000000000012E-1	1.13156542067487197E+0	
5.79500000000000012E-1	1.13148493979546897E+0	
5.80000000000000012E-1	1.13140437612712853E+0	
5.80500000000000012E-1	1.13132371989794216E+0	
5.81000000000000012E-1	1.13124297380879894E+0	
5.81500000000000012E-1	1.13116213515880978E+0	
5.82000000000000012E-1	1.13108120934975285E+0	
5.82500000000000012E-1	1.13100019097984999E+0	
5.83000000000000012E-1	1.13091908712012062E+0	
5.83500000000000012E-1	1.13083788195928463E+0	
5.84000000000000012E-1	1.13075658693849178E+0	
5.84500000000000012E-1	1.13067520642787243E+0	
5.85000000000000012E-1	1.13059374042742656E+0	
5.85500000000000012E-1	1.13051217312587408E+0	
5.86000000000000012E-1	1.13043052033449509E+0	
5.86500000000000012E-1	1.13034876624200948E+0	
5.87000000000000012E-1	1.13026692665969736E+0	
5.87500000000000012E-1	1.13018500158755873E+0	
5.88000000000000012E-1	1.13010297521431348E+0	
5.88500000000000012E-1	1.13002086335124172E+0	
5.89000000000000012E-1	1.12993866162821310E+0	
5.89500000000000012E-1	1.12985635860407788E+0	
5.90000000000000012E-1	1.12977397446024648E+0	
5.90500000000000012E-1	1.12969148901530846E+0	
5.91000000000000012E-1	1.12960891808054393E+0	
5.91500000000000012E-1	1.12952624584467279E+0	
5.92000000000000012E-1	1.12944348811897513E+0	
5.92500000000000012E-1	1.12936064053332063E+0	
5.93000000000000012E-1	1.12927770038682018E+0	
5.93500000000000012E-1	1.12919466601023255E+0	
5.94000000000000012E-1	1.12911153470266864E+0	
5.94500000000000012E-1	1.12902831083425879E+0	
5.95000000000000012E-1	1.12894500417691152E+0	
5.95500000000000012E-1	1.12886158914743821E+0	
5.96000000000000012E-1	1.12877808862813838E+0	
5.96500000000000012E-1	1.12869449824888170E+0	
5.97000000000000012E-1	1.12861081530877909E+0	
5.97500000000000012E-1	1.12852703106756986E+0	
5.98000000000000012E-1	1.12844315696640378E+0	
5.98500000000000012E-1	1.12835919030439176E+0	
5.99000000000000012E-1	1.12827512941229255E+0	
5.99500000000000012E-1	1.12819098303036683E+0	
6.00000000000000012E-1	1.12810673264644541E+0	
6.00500000000000012E-1	1.12802238803243680E+0	
6.01000000000000012E-1	1.12793795792860168E+0	
6.01500000000000012E-1	1.12785342382277086E+0	
6.02000000000000013E-1	1.12776879985698318E+0	
6.02500000000000013E-1	1.12768408603123866E+0	
6.03000000000000013E-1	1.12759927527451785E+0	
6.03500000000000013E-1	1.12751436758682078E+0	
6.04000000000000013E-1	1.12742936296814742E+0	
6.04500000000000013E-1	1.12734426848951722E+0	
6.05000000000000013E-1	1.12725907707991074E+0	
6.05500000000000013E-1	1.12717379581034741E+0	
6.06000000000000013E-1	1.12708841760980780E+0	
6.06500000000000013E-1	1.12700294247829191E+0	
6.07000000000000013E-1	1.12691737041579975E+0	
6.07500000000000013E-1	1.12683170142233132E+0	
6.08000000000000013E-1	1.12674594256890603E+0	
6.08500000000000013E-1	1.12666008678450447E+0	
6.09000000000000013E-1	1.12657413406912663E+0	
6.09500000000000013E-1	1.12648809149379194E+0	
6.10000000000000013E-1	1.12640194491646155E+0	
6.10500000000000013E-1	1.12631571555019373E+0	
6.11000000000000013E-1	1.12622937074078045E+0	
6.11500000000000013E-1	1.12614294751256009E+0	
6.12000000000000013E-1	1.12605642028234402E+0	
6.12500000000000013E-1	1.12596979882204076E+0	
6.13000000000000013E-1	1.12588308480089156E+0	
6.13500000000000013E-1	1.12579626240761633E+0	
6.14000000000000013E-1	1.12570935722540366E+0	
6.14500000000000013E-1	1.12562234804119530E+0	
6.15000000000000013E-1	1.12553524192601066E+0	
6.15500000000000013E-1	1.12544803887984975E+0	
6.16000000000000013E-1	1.12536074597373199E+0	
6.16500000000000013E-1	1.12527334469548818E+0	
6.17000000000000013E-1	1.12518585792741787E+0	
6.17500000000000013E-1	1.12509826985824093E+0	
6.18000000000000013E-1	1.12501057778706830E+0	
6.18500000000000013E-1	1.12492280022606916E+0	
6.19000000000000013E-1	1.12483491699383306E+0	
6.19500000000000013E-1	1.12474694120075103E+0	
6.20000000000000013E-1	1.12465886140567329E+0	
6.20500000000000013E-1	1.12457068738050837E+0	
6.21000000000000013E-1	1.12448241642436717E+0	
6.21500000000000013E-1	1.12439404853724969E+0	
6.22000000000000013E-1	1.12430558371915594E+0	
6.22500000000000013E-1	1.12421701489906649E+0	
6.23000000000000013E-1	1.12412835184888984E+0	
6.23500000000000013E-1	1.12403958479671750E+0	
6.24000000000000013E-1	1.12395072788458831E+0	
6.24500000000000013E-1	1.12386176697046341E+0	
6.25000000000000013E-1	1.12377271182625133E+0	
6.25500000000000013E-1	1.12368355268004355E+0	
6.26000000000000013E-1	1.12359429660285949E+0	
6.26500000000000013E-1	1.12350494359469915E+0	
6.27000000000000013E-1	1.12341548928543220E+0	
6.27500000000000013E-1	1.12332593097416955E+0	
6.28000000000000013E-1	1.12323628280295005E+0	
6.28500000000000013E-1	1.12314653062973484E+0	
6.29000000000000013E-1	1.12305667715541303E+0	
6.29500000000000013E-1	1.12296672675011493E+0	
6.30000000000000013E-1	1.12287666797269080E+0	
6.30500000000000013E-1	1.12278652370544016E+0	
6.31000000000000013E-1	1.12269627106606348E+0	
6.31500000000000013E-1	1.12260591712558018E+0	
6.32000000000000013E-1	1.12251547062425094E+0	
6.32500000000000013E-1	1.12242491138066533E+0	
6.33000000000000013E-1	1.12233425957623378E+0	
6.33500000000000013E-1	1.12224350647069562E+0	
6.34000000000000013E-1	1.12215265643418118E+0	
6.34500000000000013E-1	1.12206169802554070E+0	
6.35000000000000013E-1	1.12197064705605429E+0	
6.35500000000000013E-1	1.12187948334431149E+0	
6.36000000000000013E-1	1.12178823414274219E+0	
6.36500000000000013E-1	1.12169687656904684E+0	
6.37000000000000013E-1	1.12160541062322546E+0	
6.37500000000000013E-1	1.12151384774642780E+0	
6.38000000000000013E-1	1.12142218793865387E+0	
6.38500000000000013E-1	1.12133041975875389E+0	
6.39000000000000013E-1	1.12123855464787764E+0	
6.39500000000000013E-1	1.12114658116487535E+0	
6.40000000000000013E-1	1.12105451075089679E+0	
6.40500000000000013E-1	1.12096233903581161E+0	
6.41000000000000013E-1	1.12087006331873073E+0	
6.41500000000000013E-1	1.12077768359965415E+0	
6.42000000000000013E-1	1.12068520257947096E+0	
6.42500000000000013E-1	1.12059262025818115E+0	
6.43000000000000013E-1	1.12049993393489564E+0	
6.43500000000000013E-1	1.12040715068063386E+0	
6.44000000000000013E-1	1.12031425905424604E+0	
6.44500000000000013E-1	1.12022125905573217E+0	
6.45000000000000013E-1	1.12012816212624204E+0	
6.45500000000000013E-1	1.12003495682462586E+0	
6.46000000000000013E-1	1.11994165459203341E+0	
6.46500000000000013E-1	1.11984824398731492E+0	
6.47000000000000013E-1	1.11975472938060073E+0	
6.47500000000000014E-1	1.11966111347277992E+0	
6.48000000000000014E-1	1.11956739356296342E+0	
6.48500000000000014E-1	1.11947357235204029E+0	
6.49000000000000014E-1	1.11937963569797171E+0	
6.49500000000000014E-1	1.11928560918394628E+0	
6.50000000000000014E-1	1.11919146722677538E+0	
6.50500000000000014E-1	1.11909722396849786E+0	
6.51000000000000014E-1	1.11900287670822465E+0	
6.51500000000000014E-1	1.11890842107582540E+0	
6.52000000000000014E-1	1.11881386851244987E+0	
6.52500000000000014E-1	1.11871920050592888E+0	
6.53000000000000014E-1	1.11862443119830128E+0	
6.53500000000000014E-1	1.11852955788867797E+0	
6.54000000000000014E-1	1.11843458327794805E+0	
6.54500000000000014E-1	1.11833949322407267E+0	
6.55000000000000014E-1	1.11824430623922101E+0	
6.55500000000000014E-1	1.11814900651211297E+0	
6.56000000000000014E-1	1.11805360715313958E+0	
6.56500000000000014E-1	1.11795809505190980E+0	
6.57000000000000014E-1	1.11786247894868433E+0	
6.57500000000000014E-1	1.11776676154435224E+0	
6.58000000000000014E-1	1.11767092869687468E+0	
6.58500000000000014E-1	1.11757499891842085E+0	
6.59000000000000014E-1	1.11747894932669122E+0	
6.59500000000000014E-1	1.11738280280398532E+0	
6.60000000000000014E-1	1.11728654790915337E+0	
6.60500000000000014E-1	1.11719018194130630E+0	
6.61000000000000014E-1	1.11709371030222228E+0	
6.61500000000000014E-1	1.11699713466114255E+0	
6.62000000000000014E-1	1.11690044357691737E+0	
6.62500000000000014E-1	1.11680365119158557E+0	
6.63000000000000014E-1	1.11670675480425806E+0	
6.63500000000000014E-1	1.11660973860365476E+0	
6.64000000000000014E-1	1.11651262547207518E+0	
6.64500000000000014E-1	1.11641539252721980E+0	
6.65000000000000014E-1	1.11631805558036872E+0	
6.65500000000000014E-1	1.11622061026139160E+0	
6.66000000000000014E-1	1.11612305657028844E+0	
6.66500000000000014E-1	1.11602539887718958E+0	
6.67000000000000014E-1	1.11592762844183435E+0	
6.67500000000000014E-1	1.11582974693346398E+0	
6.68000000000000014E-1	1.11573175268283725E+0	
6.68500000000000014E-1	1.11563365006008447E+0	
6.69000000000000014E-1	1.11553544343533599E+0	
6.69500000000000014E-1	1.11543712843846147E+0	
6.70000000000000014E-1	1.11533869799844150E+0	
6.70500000000000014E-1	1.11524015481616514E+0	
6.71000000000000014E-1	1.11514150763189308E+0	
6.71500000000000014E-1	1.11504274500447556E+0	
6.72000000000000014E-1	1.11494387400493200E+0	
6.72500000000000014E-1	1.11484489463326240E+0	
6.73000000000000014E-1	1.11474580251933643E+0	
6.73500000000000014E-1	1.11464659933239533E+0	
6.74000000000000014E-1	1.11454728777332819E+0	
6.74500000000000014E-1	1.11444786077111558E+0	
6.75000000000000014E-1	1.11434832102664660E+0	
6.75500000000000014E-1	1.11424867020916250E+0	
6.76000000000000014E-1	1.11414890664942202E+0	
6.76500000000000014E-1	1.11404903908768584E+0	
6.77000000000000014E-1	1.11394905171267385E+0	
6.77500000000000014E-1	1.11384896033566617E+0	
6.78000000000000014E-1	1.11374874914538268E+0	
6.78500000000000014E-1	1.11364842958297316E+0	
6.79000000000000014E-1	1.11354799457741817E+0	
6.79500000000000014E-1	1.11344743975858738E+0	
6.80000000000000014E-1	1.11334678093776089E+0	
6.80500000000000014E-1	1.11324600230365860E+0	
6.81000000000000014E-1	1.11314511966756060E+0	
6.81500000000000014E-1	1.11304411721818681E+0	
6.82000000000000014E-1	1.11294300639668698E+0	
6.82500000000000014E-1	1.11284177576191134E+0	
6.83000000000000014E-1	1.11274043405412058E+0	
6.83500000000000014E-1	1.11263897253305402E+0	
6.84000000000000014E-1	1.11253740263986142E+0	
6.84500000000000014E-1	1.11243571730352336E+0	
6.85000000000000014E-1	1.11233392359505925E+0	
6.85500000000000014E-1	1.11223200300229993E+0	
6.86000000000000014E-1	1.11212997403741456E+0	
6.86500000000000014E-1	1.11202782525925339E+0	
6.87000000000000014E-1	1.11192556540807709E+0	
6.87500000000000014E-1	1.11182319281464442E+0	
6.88000000000000014E-1	1.11172069770704686E+0	
6.88500000000000014E-1	1.11161808985719293E+0	
6.89000000000000014E-1	1.11151537093432387E+0	
6.89500000000000014E-1	1.11141252782804866E+0	
6.90000000000000014E-1	1.11130957364875834E+0	
6.90500000000000014E-1	1.11120649965619221E+0	
6.91000000000000014E-1	1.11110331729150004E+0	
6.91500000000000014E-1	1.11100000804251265E+0	
6.92000000000000014E-1	1.11089658335037979E+0	
6.92500000000000014E-1	1.11079304591599056E+0	
6.93000000000000014E-1	1.11068938596743644E+0	
6.93500000000000014E-1	1.11058561057573685E+0	
6.94000000000000014E-1	1.11048171537076147E+0	
6.94500000000000014E-1	1.11037770472264062E+0	
6.95000000000000014E-1	1.11027358133226339E+0	
6.95500000000000014E-1	1.11016932835670185E+0	
6.96000000000000014E-1	1.11006496263888393E+0	
6.96500000000000014E-1	1.10996048147792055E+0	
6.97000000000000014E-1	1.10985587343266195E+0	
6.97500000000000014E-1	1.10975115701527730E+0	
6.98000000000000014E-1	1.10964631371359743E+0	
6.98500000000000015E-1	1.10954135496877209E+0	
6.99000000000000015E-1	1.10943627641067096E+0	
6.99500000000000015E-1	1.10933107533840493E+0	
7.00000000000000015E-1	1.10922576152388253E+0	
7.00500000000000015E-1	1.10912031375404548E+0	
7.01000000000000015E-1	1.10901475761208239E+0	
7.01500000000000015E-1	1.10890907458582407E+0	
7.02000000000000015E-1	1.10880327174628995E+0	
7.02500000000000015E-1	1.10869735346361037E+0	
7.03000000000000015E-1	1.10859131266676590E+0	
7.03500000000000015E-1	1.10848514768651529E+0	
7.04000000000000015E-1	1.10837886019209979E+0	
7.04500000000000015E-1	1.10827245288440849E+0	
7.05000000000000015E-1	1.10816593013357172E+0	
7.05500000000000015E-1	1.10805928049843973E+0	
7.06000000000000015E-1	1.10795250397901252E+0	
7.06500000000000015E-1	1.10784560764630950E+0	
7.07000000000000015E-1	1.10773859587046102E+0	
7.07500000000000015E-1	1.10763145284018697E+0	
7.08000000000000015E-1	1.10752418729574804E+0	
7.08500000000000015E-1	1.10741679486701388E+0	
7.09000000000000015E-1	1.10730928699513426E+0	
7.09500000000000015E-1	1.10720165493984849E+0	
7.10000000000000015E-1	1.10709390037039784E+0	
7.10500000000000015E-1	1.10698601891665196E+0	
7.11000000000000015E-1	1.10687801057861086E+0	
7.11500000000000015E-1	1.10676988679742429E+0	
7.12000000000000015E-1	1.10666163176181216E+0	
7.12500000000000015E-1	1.10655324984190480E+0	
7.13000000000000015E-1	1.10644474540783255E+0	
7.13500000000000015E-1	1.10633612116048451E+0	
7.14000000000000015E-1	1.10622735858769147E+0	
7.14500000000000015E-1	1.10611848057175297E+0	
7.15000000000000015E-1	1.10600947567151924E+0	
7.15500000000000015E-1	1.10590034388699029E+0	
7.16000000000000015E-1	1.10579109228918553E+0	
7.16500000000000015E-1	1.10568170673606613E+0	
7.17000000000000015E-1	1.10557218992852116E+0	
7.17500000000000015E-1	1.10546255767783072E+0	
7.18000000000000015E-1	1.10535279147182564E+0	
7.18500000000000015E-1	1.10524289838152533E+0	
7.19000000000000015E-1	1.10513287840692979E+0	
7.19500000000000015E-1	1.10502272717790869E+0	
7.20000000000000015E-1	1.10491245343472270E+0	
7.20500000000000015E-1	1.10480204843711115E+0	
7.21000000000000015E-1	1.10469151655520436E+0	
7.21500000000000015E-1	1.10458086215913270E+0	
7.22000000000000015E-1	1.10447006506748570E+0	
7.22500000000000015E-1	1.10435914546167382E+0	
7.23000000000000015E-1	1.10424810604258613E+0	
7.23500000000000015E-1	1.10413692122703403E+0	
7.24000000000000015E-1	1.10402562096833647E+0	
7.24500000000000015E-1	1.10391418238419392E+0	
7.25000000000000015E-1	1.10380261691575614E+0	
7.25500000000000015E-1	1.10369092456302313E+0	
7.26000000000000015E-1	1.10357909388484514E+0	
7.26500000000000015E-1	1.10346712925135249E+0	
7.27000000000000015E-1	1.10335504043445371E+0	
7.27500000000000015E-1	1.10324282203237061E+0	
7.28000000000000015E-1	1.10313046530484253E+0	
7.28500000000000015E-1	1.10301798169301921E+0	
7.29000000000000015E-1	1.10290536682677033E+0	
7.29500000000000015E-1	1.10279262237533715E+0	
7.30000000000000015E-1	1.10267973522832863E+0	
7.30500000000000015E-1	1.10256672556715522E+0	
7.31000000000000015E-1	1.10245357321040649E+0	
7.31500000000000015E-1	1.10234029833949287E+0	
7.32000000000000015E-1	1.10222688514313426E+0	
7.32500000000000015E-1	1.10211333799146100E+0	
7.33000000000000015E-1	1.10199965251434275E+0	
7.33500000000000015E-1	1.10188583578279893E+0	
7.34000000000000015E-1	1.10177188509594047E+0	
7.34500000000000015E-1	1.10165780752478677E+0	
7.35000000000000015E-1	1.10154358455716867E+0	
7.35500000000000015E-1	1.10142923470525534E+0	
7.36000000000000015E-1	1.10131473945687759E+0	
7.36500000000000015E-1	1.10120011295407428E+0	
7.37000000000000015E-1	1.10108535249595632E+0	
7.37500000000000015E-1	1.10097045371239337E+0	
7.38000000000000015E-1	1.10085541660338543E+0	
7.38500000000000015E-1	1.10074024553906284E+0	
7.39000000000000015E-1	1.10062494051942560E+0	
7.39500000000000015E-1	1.10050949987523245E+0	
7.40000000000000015E-1	1.10039391820470523E+0	
7.40500000000000015E-1	1.10027819113771360E+0	
7.41000000000000015E-1	1.10016233718642674E+0	
7.41500000000000015E-1	1.10004634490969489E+0	
7.42000000000000015E-1	1.09993020286636829E+0	
7.42500000000000015E-1	1.09981392686772704E+0	
7.43000000000000015E-1	1.09969751691377113E+0	
7.43500000000000016E-1	1.09958096426423990E+0	
7.44000000000000016E-1	1.09946427058837460E+0	
7.44500000000000016E-1	1.09934743858706430E+0	
7.45000000000000016E-1	1.09923046826030902E+0	
7.45500000000000016E-1	1.09911335960810874E+0	
7.46000000000000016E-1	1.09899610555944406E+0	
7.46500000000000016E-1	1.09887870611431495E+0	
7.47000000000000016E-1	1.09876117271387120E+0	
7.47500000000000016E-1	1.09864349661785212E+0	
7.48000000000000016E-1	1.09852567949549897E+0	
7.48500000000000016E-1	1.09840771967757048E+0	
7.49000000000000016E-1	1.09828961883330793E+0	
7.49500000000000016E-1	1.09817136822245062E+0	
7.50000000000000016E-1	1.09805297928614832E+0	
7.50500000000000016E-1	1.09793444932351194E+0	
7.51000000000000016E-1	1.09781577666530024E+0	
7.51500000000000016E-1	1.09769695153960470E+0	
7.52000000000000016E-1	1.09757798808846417E+0	
7.52500000000000016E-1	1.09745888631187865E+0	
7.53000000000000016E-1	1.09733963206780929E+0	
7.53500000000000016E-1	1.09722022805714518E+0	
7.54000000000000016E-1	1.09710069009116642E+0	
7.54500000000000016E-1	1.09698100235859291E+0	
7.55000000000000016E-1	1.09686116922955498E+0	
7.55500000000000016E-1	1.09674119070405264E+0	
7.56000000000000016E-1	1.09662106241195555E+0	
7.56500000000000016E-1	1.09650078165237462E+0	
7.57000000000000016E-1	1.09638036256734870E+0	
7.57500000000000016E-1	1.09625979808585837E+0	
7.58000000000000016E-1	1.09613908383777328E+0	
7.58500000000000016E-1	1.09601821712220436E+0	
7.59000000000000016E-1	1.09589720064004068E+0	
7.59500000000000016E-1	1.09577605020256235E+0	
7.60000000000000016E-1	1.09565473855733951E+0	
7.60500000000000016E-1	1.09553327444463283E+0	
7.61000000000000016E-1	1.09541166493546173E+0	
7.61500000000000016E-1	1.09528990565969589E+0	
7.62000000000000016E-1	1.09516800098746563E+0	
7.62500000000000016E-1	1.09504593947762119E+0	
7.63000000000000016E-1	1.09492373257131234E+0	
7.63500000000000016E-1	1.09480136882738931E+0	
7.64000000000000016E-1	1.09467885968700187E+0	
7.64500000000000016E-1	1.09455618933886991E+0	
7.65000000000000016E-1	1.09443337089338446E+0	
7.65500000000000016E-1	1.09431040975232367E+0	
7.66000000000000016E-1	1.09418728033249895E+0	
7.66500000000000016E-1	1.09406400281532073E+0	
7.67000000000000016E-1	1.09394058260256718E+0	
7.67500000000000016E-1	1.09381699411104968E+0	
7.68000000000000016E-1	1.09369325315204836E+0	
7.68500000000000016E-1	1.09356936679658261E+0	
7.69000000000000016E-1	1.09344531923337235E+0	
7.69500000000000016E-1	1.09332111920267826E+0	
7.70000000000000016E-1	1.09319675526335056E+0	
7.70500000000000016E-1	1.09307224862844753E+0	
7.71000000000000016E-1	1.09294757808491091E+0	
7.71500000000000016E-1	1.09282275070376010E+0	
7.72000000000000016E-1	1.09269777085512546E+0	
7.72500000000000016E-1	1.09257262272772688E+0	
7.73000000000000016E-1	1.09244732483373355E+0	
7.73500000000000016E-1	1.09232187447225638E+0	
7.74000000000000016E-1	1.09219625583201527E+0	
7.74500000000000016E-1	1.09207048035415998E+0	
7.75000000000000016E-1	1.09194455240882085E+0	
7.75500000000000016E-1	1.09181845618471779E+0	
7.76000000000000016E-1	1.09169220312300054E+0	
7.76500000000000016E-1	1.09156579322366912E+0	
7.77000000000000016E-1	1.09143921504557376E+0	
7.77500000000000016E-1	1.09131247732897514E+0	
7.78000000000000016E-1	1.09118558547565143E+0	
7.78500000000000016E-1	1.09105852264267469E+0	
7.79000000000000016E-1	1.09093131004310320E+0	
7.79500000000000016E-1	1.09080392646387868E+0	
7.80000000000000016E-1	1.09067638167690965E+0	
7.80500000000000016E-1	1.09054867298130702E+0	
7.81000000000000016E-1	1.09042079600694045E+0	
7.81500000000000016E-1	1.09029275949407061E+0	
7.82000000000000016E-1	1.09016455740332592E+0	
7.82500000000000016E-1	1.09003619577407797E+0	
7.83000000000000016E-1	1.08990766586606608E+0	
7.83500000000000016E-1	1.08977896060827082E+0	
7.84000000000000016E-1	1.08965009851286139E+0	
7.84500000000000016E-1	1.08952106813868802E+0	
7.85000000000000016E-1	1.08939187385588105E+0	
7.85500000000000016E-1	1.08926250422329071E+0	
7.86000000000000016E-1	1.08913297775308619E+0	
7.86500000000000016E-1	1.08900327593309832E+0	
7.87000000000000016E-1	1.08887340583434650E+0	
7.87500000000000016E-1	1.08874337182696108E+0	
7.88000000000000016E-1	1.08861316246979230E+0	
7.88500000000000016E-1	1.08848278483385957E+0	
7.89000000000000016E-1	1.08835224328929325E+0	
7.89500000000000016E-1	1.08822152202481322E+0	
7.90000000000000016E-1	1.08809062978068017E+0	
7.90500000000000016E-1	1.08795956925778318E+0	
7.91000000000000016E-1	1.08782834045612224E+0	
7.91500000000000016E-1	1.08769692923365852E+0	
7.92000000000000016E-1	1.08756535680345029E+0	
7.92500000000000016E-1	1.08743360195243926E+0	
7.93000000000000016E-1	1.08730167612177521E+0	
7.93500000000000016E-1	1.08716957764221688E+0	
7.94000000000000016E-1	1.08703730381287519E+0	
7.94500000000000017E-1	1.08690485463375013E+0	
7.95000000000000017E-1	1.08677223010484171E+0	
7.95500000000000017E-1	1.08663943022614993E+0	
7.96000000000000017E-1	1.08650644792665535E+0	
7.96500000000000017E-1	1.08637329297826650E+0	
7.97000000000000017E-1	1.08623996705022462E+0	
7.97500000000000017E-1	1.08610645433124962E+0	
7.98000000000000017E-1	1.08597276189236091E+0	
7.98500000000000017E-1	1.08583889847381918E+0	
7.99000000000000017E-1	1.08570484826434432E+0	
7.99500000000000017E-1	1.08557062977610551E+0	
8.00000000000000017E-1	1.08543621742591416E+0	
8.00500000000000017E-1	1.08530162972593945E+0	
8.01000000000000017E-1	1.08516686230605103E+0	
8.01500000000000017E-1	1.08503191246535982E+0	
8.02000000000000017E-1	1.08489677583373548E+0	
8.02500000000000017E-1	1.08476146385232779E+0	
8.03000000000000017E-1	1.08462595800896753E+0	
8.03500000000000017E-1	1.08449027681582392E+0	
8.04000000000000017E-1	1.08435441590276660E+0	
8.04500000000000017E-1	1.08421836112775673E+0	
8.05000000000000017E-1	1.08408212393194408E+0	
8.05500000000000017E-1	1.08394569994519829E+0	
8.06000000000000017E-1	1.08380909623853880E+0	
8.06500000000000017E-1	1.08367229159890734E+0	
8.07000000000000017E-1	1.08353531431038160E+0	
8.07500000000000017E-1	1.08339814045901422E+0	
8.08000000000000017E-1	1.08326078251760280E+0	
8.08500000000000017E-1	1.08312323508436916E+0	
8.09000000000000017E-1	1.08298548941905264E+0	
8.09500000000000017E-1	1.08284756133293332E+0	
8.10000000000000017E-1	1.08270944208575054E+0	
8.10500000000000017E-1	1.08257113334674555E+0	
8.11000000000000017E-1	1.08243263344667710E+0	
8.11500000000000017E-1	1.08229393968465609E+0	
8.12000000000000017E-1	1.08215505206068253E+0	
8.12500000000000017E-1	1.08201597057475641E+0	
8.13000000000000017E-1	1.08187669085674741E+0	
8.13500000000000017E-1	1.08173722434780528E+0	
8.14000000000000017E-1	1.08159756397691060E+0	
8.14500000000000017E-1	1.08145770267304394E+0	
8.15000000000000017E-1	1.08131765020811382E+0	
8.15500000000000017E-1	1.08117739244008138E+0	
8.16000000000000017E-1	1.08103694081009639E+0	
8.16500000000000017E-1	1.08089629531815885E+0	
8.17000000000000017E-1	1.08075544452311899E+0	
8.17500000000000017E-1	1.08061439549599625E+0	
8.18000000000000017E-1	1.08047315260692095E+0	
8.18500000000000017E-1	1.08033170441474334E+0	
8.19000000000000017E-1	1.08019005799048283E+0	
8.19500000000000017E-1	1.08004821063325036E+0	
8.20000000000000017E-1	1.07990615797291556E+0	
8.20500000000000017E-1	1.07976390708049788E+0	
8.21000000000000017E-1	1.07962144381395846E+0	
8.21500000000000017E-1	1.07947878231533614E+0	
8.22000000000000017E-1	1.07933591551361152E+0	
8.22500000000000017E-1	1.07919284777891491E+0	
8.23000000000000017E-1	1.07904956329996623E+0	
8.23500000000000017E-1	1.07890608058893466E+0	
8.24000000000000017E-1	1.07876238550378135E+0	
8.24500000000000017E-1	1.07861848511552573E+0	
8.25000000000000017E-1	1.07847437505403745E+0	
8.25500000000000017E-1	1.07833005698855777E+0	
8.26000000000000017E-1	1.07818552924984544E+0	
8.26500000000000017E-1	1.07804078913701137E+0	
8.27000000000000017E-1	1.07789583935094464E+0	
8.27500000000000017E-1	1.07775067719075618E+0	
8.28000000000000017E-1	1.07760530265644597E+0	
8.28500000000000017E-1	1.07745971137788369E+0	
8.29000000000000017E-1	1.07731391479621910E+0	
8.29500000000000017E-1	1.07716789439928300E+0	
8.30000000000000017E-1	1.07702166432911425E+0	
8.30500000000000017E-1	1.07687521481380434E+0	
8.31000000000000017E-1	1.07672854418411201E+0	
8.31500000000000017E-1	1.07658166555042828E+0	
8.32000000000000017E-1	1.07643455873134271E+0	
8.32500000000000017E-1	1.07628723516800506E+0	
