Effective Refractance index n(r,f). f =  2.00000000000000000Mode #  1
Радиус 	                n(r,f) 	
2.75000000000000006E-1	1.16586294054674522E+0	
2.75500000000000006E-1	1.16582817194301855E+0	
2.76000000000000006E-1	1.16579333636163455E+0	
2.76500000000000006E-1	1.16575843380259323E+0	
2.77000000000000006E-1	1.16572346696678366E+0	
2.77500000000000006E-1	1.16568842608229735E+0	
2.78000000000000006E-1	1.16565332529117314E+0	
2.78500000000000006E-1	1.16561815752239160E+0	
2.79000000000000006E-1	1.16558292547684182E+0	
2.79500000000000006E-1	1.16554762375274564E+0	
2.80000000000000006E-1	1.16551225775188121E+0	
2.80500000000000006E-1	1.16547682477335945E+0	
2.81000000000000006E-1	1.16544132481718037E+0	
2.81500000000000006E-1	1.16540576495436339E+0	
2.82000000000000006E-1	1.16537013374375875E+0	
2.82500000000000006E-1	1.16533443555549678E+0	
2.83000000000000006E-1	1.16529867038957748E+0	
2.83500000000000006E-1	1.16526283824600086E+0	
2.84000000000000006E-1	1.16522694619578634E+0	
2.84500000000000006E-1	1.16519097572676473E+0	
2.85000000000000006E-1	1.16515494972123556E+0	
2.85500000000000006E-1	1.16511885943893815E+0	
2.86000000000000006E-1	1.16508269510796399E+0	
2.86500000000000006E-1	1.16504647087035193E+0	
2.87000000000000006E-1	1.16501016821393278E+0	
2.87500000000000006E-1	1.16497380565087573E+0	
2.88000000000000006E-1	1.16493738318118077E+0	
2.88500000000000006E-1	1.16490088666280907E+0	
2.89000000000000006E-1	1.16486432316678005E+0	
2.89500000000000006E-1	1.16482769539398278E+0	
2.90000000000000006E-1	1.16479100501365853E+0	
2.90500000000000006E-1	1.16475424328554661E+0	
2.91000000000000006E-1	1.16471742165079679E+0	
2.91500000000000006E-1	1.16468052159723988E+0	
2.92000000000000006E-1	1.16464356163704507E+0	
2.92500000000000006E-1	1.16460653906932328E+0	
2.93000000000000006E-1	1.16456944515381382E+0	
2.93500000000000006E-1	1.16453227989051670E+0	
2.94000000000000006E-1	1.16449505201969259E+0	
2.94500000000000006E-1	1.16445775987210024E+0	
2.95000000000000006E-1	1.16442040074685057E+0	
2.95500000000000006E-1	1.16438297464394357E+0	
2.96000000000000006E-1	1.16434547449235982E+0	
2.96500000000000006E-1	1.16430791713502725E+0	
2.97000000000000006E-1	1.16427028572901794E+0	
2.97500000000000006E-1	1.16423259441637073E+0	
2.98000000000000006E-1	1.16419483612606619E+0	
2.98500000000000006E-1	1.16415700378708490E+0	
2.99000000000000006E-1	1.16411910717133537E+0	
2.99500000000000006E-1	1.16408114357792851E+0	
3.00000000000000006E-1	1.16404312007788375E+0	
3.00500000000000006E-1	1.16400501815903191E+0	
3.01000000000000006E-1	1.16396686070367250E+0	
3.01500000000000006E-1	1.16392863190052543E+0	
3.02000000000000006E-1	1.16389033611972104E+0	
3.02500000000000006E-1	1.16385196899112898E+0	
3.03000000000000006E-1	1.16381353925500993E+0	
3.03500000000000006E-1	1.16377503817110322E+0	
3.04000000000000006E-1	1.16373647718055861E+0	
3.04500000000000006E-1	1.16369783777120691E+0	
3.05000000000000006E-1	1.16365914282534765E+0	
3.05500000000000006E-1	1.16362037653170072E+0	
3.06000000000000006E-1	1.16358154326039647E+0	
3.06500000000000006E-1	1.16354263864130455E+0	
3.07000000000000006E-1	1.16350367141468565E+0	
3.07500000000000006E-1	1.16346463284027909E+0	
3.08000000000000006E-1	1.16342553435923462E+0	
3.08500000000000006E-1	1.16338636182951340E+0	
3.09000000000000006E-1	1.16334712502302395E+0	
3.09500000000000006E-1	1.16330782123887716E+0	
3.10000000000000006E-1	1.16326845047707306E+0	
3.10500000000000006E-1	1.16322901273761163E+0	
3.11000000000000006E-1	1.16318950365036253E+0	
3.11500000000000006E-1	1.16314992758545611E+0	
3.12000000000000006E-1	1.16311028454289236E+0	
3.12500000000000006E-1	1.16307057722356037E+0	
3.13000000000000006E-1	1.16303080022568198E+0	
3.13500000000000007E-1	1.16299095895103534E+0	
3.14000000000000007E-1	1.16295103925758161E+0	
3.14500000000000007E-1	1.16291106402762033E+0	
3.15000000000000007E-1	1.16287101744987137E+0	
3.15500000000000007E-1	1.16283090389446510E+0	
3.16000000000000007E-1	1.16279072336140149E+0	
3.16500000000000007E-1	1.16275047148055023E+0	
3.17000000000000007E-1	1.16271015262204164E+0	
3.17500000000000007E-1	1.16266977385689514E+0	
3.18000000000000007E-1	1.16262932104307190E+0	
3.18500000000000007E-1	1.16258880395248042E+0	
3.19000000000000007E-1	1.16254821281321219E+0	
3.19500000000000007E-1	1.16250756176730605E+0	
3.20000000000000007E-1	1.16246683230259283E+0	
3.20500000000000007E-1	1.16242604293124171E+0	
3.21000000000000007E-1	1.16238518658223326E+0	
3.21500000000000007E-1	1.16234426325556749E+0	
3.22000000000000007E-1	1.16230326858111405E+0	
3.22500000000000007E-1	1.16226220692900329E+0	
3.23000000000000007E-1	1.16222107122821578E+0	
3.23500000000000007E-1	1.16217987832167945E+0	
3.24000000000000007E-1	1.16213861136646638E+0	
3.24500000000000007E-1	1.16209727743359597E+0	
3.25000000000000007E-1	1.16205587652306825E+0	
3.25500000000000007E-1	1.16201440426475286E+0	
3.26000000000000007E-1	1.16197286502878014E+0	
3.26500000000000007E-1	1.16193126151603918E+0	
3.27000000000000007E-1	1.16188958832475182E+0	
3.27500000000000007E-1	1.16184785085669621E+0	
3.28000000000000007E-1	1.16180603496983351E+0	
3.28500000000000007E-1	1.16176415647544383E+0	
3.29000000000000007E-1	1.16172221370428591E+0	
3.29500000000000007E-1	1.16168020395547066E+0	
3.30000000000000007E-1	1.16163811578784833E+0	
3.30500000000000007E-1	1.16159596771358809E+0	
3.31000000000000007E-1	1.16155374559065111E+0	
3.31500000000000007E-1	1.16151146356107622E+0	
3.32000000000000007E-1	1.16146910311269424E+0	
3.32500000000000007E-1	1.16142667838754403E+0	
3.33000000000000007E-1	1.16138419105486683E+0	
3.33500000000000007E-1	1.16134162530338254E+0	
3.34000000000000007E-1	1.16129899964526035E+0	
3.34500000000000007E-1	1.16125629993846141E+0	
3.35000000000000007E-1	1.16121353595489422E+0	
3.35500000000000007E-1	1.16117070499366972E+0	
3.36000000000000007E-1	1.16112779998376846E+0	
3.36500000000000007E-1	1.16108483069709897E+0	
3.37000000000000007E-1	1.16104178736175273E+0	
3.37500000000000007E-1	1.16099867974963824E+0	
3.38000000000000007E-1	1.16095550952999677E+0	
3.38500000000000007E-1	1.16091226089154821E+0	
3.39000000000000007E-1	1.16086894797633141E+0	
3.39500000000000007E-1	1.16082556101243786E+0	
3.40000000000000007E-1	1.16078211414190641E+0	
3.40500000000000007E-1	1.16073859322269822E+0	
3.41000000000000007E-1	1.16069500802672178E+0	
3.41500000000000007E-1	1.16065134878206859E+0	
3.42000000000000007E-1	1.16060762963077750E+0	
3.42500000000000007E-1	1.16056383206067932E+0	
3.43000000000000007E-1	1.16051996751292382E+0	
3.43500000000000007E-1	1.16047603161738065E+0	
3.44000000000000007E-1	1.16043203581519958E+0	
3.44500000000000007E-1	1.16038796596434176E+0	
3.45000000000000007E-1	1.16034382476569628E+0	
3.45500000000000007E-1	1.16029961658939348E+0	
3.46000000000000007E-1	1.16025534143543334E+0	
3.46500000000000007E-1	1.16021099493368555E+0	
3.47000000000000007E-1	1.16016658145428042E+0	
3.47500000000000007E-1	1.16012210099721798E+0	
3.48000000000000007E-1	1.16007754919236787E+0	
3.48500000000000007E-1	1.16003292333884101E+0	
3.49000000000000007E-1	1.15998823757867624E+0	
3.49500000000000007E-1	1.15994347339970439E+0	
3.50000000000000007E-1	1.15989864931409464E+0	
3.50500000000000007E-1	1.15985374680967780E+0	
3.51000000000000007E-1	1.15980878439862306E+0	
3.51500000000000007E-1	1.15976374793889157E+0	
3.52000000000000007E-1	1.15971864013137242E+0	
3.52500000000000007E-1	1.15967346534619594E+0	
3.53000000000000007E-1	1.15962821921323180E+0	
3.53500000000000007E-1	1.15958290610261033E+0	
3.54000000000000007E-1	1.15953752601433153E+0	
3.54500000000000007E-1	1.15949207894839542E+0	
3.55000000000000007E-1	1.15944656053467163E+0	
3.55500000000000007E-1	1.15940096370214076E+0	
3.56000000000000007E-1	1.15935529989195256E+0	
3.56500000000000007E-1	1.15930957617512646E+0	
3.57000000000000007E-1	1.15926377840962362E+0	
3.57500000000000007E-1	1.15921790929633311E+0	
3.58000000000000007E-1	1.15917196883525493E+0	
3.58500000000000007E-1	1.15912596139651943E+0	
3.59000000000000007E-1	1.15907988698012660E+0	
3.59500000000000007E-1	1.15903373851505703E+0	
3.60000000000000008E-1	1.15898752577321921E+0	
3.60500000000000008E-1	1.15894123461257431E+0	
3.61000000000000008E-1	1.15889487647427208E+0	
3.61500000000000008E-1	1.15884845842933195E+0	
3.62000000000000008E-1	1.15880196633571507E+0	
3.62500000000000008E-1	1.15875539145316076E+0	
3.63000000000000008E-1	1.15870876103409889E+0	
3.63500000000000008E-1	1.15866205926724936E+0	
3.64000000000000008E-1	1.15861528345172307E+0	
3.64500000000000008E-1	1.15856843628840913E+0	
3.65000000000000008E-1	1.15852152921845728E+0	
3.65500000000000008E-1	1.15847454102880926E+0	
3.66000000000000008E-1	1.15842748856239300E+0	
3.66500000000000008E-1	1.15838036474818907E+0	
3.67000000000000008E-1	1.15833316688530839E+0	
3.67500000000000008E-1	1.15828590911578982E+0	
3.68000000000000008E-1	1.15823857729759449E+0	
3.68500000000000008E-1	1.15819117413161150E+0	
3.69000000000000008E-1	1.15814369961784085E+0	
3.69500000000000008E-1	1.15809615105539344E+0	
3.70000000000000008E-1	1.15804854258630814E+0	
3.70500000000000008E-1	1.15800085569841575E+0	
3.71000000000000008E-1	1.15795310183286603E+0	
3.71500000000000008E-1	1.15790527661952865E+0	
3.72000000000000008E-1	1.15785738442853394E+0	
3.72500000000000008E-1	1.15780941381873214E+0	
3.73000000000000008E-1	1.15776138330229245E+0	
3.73500000000000008E-1	1.15771327873717600E+0	
3.74000000000000008E-1	1.15766510282427189E+0	
3.74500000000000008E-1	1.15761684849256069E+0	
3.75000000000000008E-1	1.15756853425421159E+0	
3.75500000000000008E-1	1.15752014596718574E+0	
3.76000000000000008E-1	1.15747168633237223E+0	
3.76500000000000008E-1	1.15742315971990139E+0	
3.77000000000000008E-1	1.15737456175964288E+0	
3.77500000000000008E-1	1.15732588975070763E+0	
3.78000000000000008E-1	1.15727714639398471E+0	
3.78500000000000008E-1	1.15722833605960447E+0	
3.79000000000000008E-1	1.15717945874756691E+0	
3.79500000000000008E-1	1.15713051008774167E+0	
3.80000000000000008E-1	1.15708148300910935E+0	
3.80500000000000008E-1	1.15703238895281971E+0	
3.81000000000000008E-1	1.15698322791887274E+0	
3.81500000000000008E-1	1.15693398846611868E+0	
3.82000000000000008E-1	1.15688468910672672E+0	
3.82500000000000008E-1	1.15683531132852767E+0	
3.83000000000000008E-1	1.15678586220254096E+0	
3.83500000000000008E-1	1.15673634339800784E+0	
3.84000000000000008E-1	1.15668675594657614E+0	
3.84500000000000008E-1	1.15663708737544826E+0	
3.85000000000000008E-1	1.15658735889768248E+0	
3.85500000000000008E-1	1.15653755907212904E+0	
3.86000000000000008E-1	1.15648768519789885E+0	
3.86500000000000008E-1	1.15643773997588100E+0	
3.87000000000000008E-1	1.15638772777620582E+0	
3.87500000000000008E-1	1.15633763715772355E+0	
3.88000000000000008E-1	1.15628747956158396E+0	
3.88500000000000008E-1	1.15623725061765670E+0	
3.89000000000000008E-1	1.15618695469607212E+0	
3.89500000000000008E-1	1.15613658035568045E+0	
3.90000000000000008E-1	1.15608613903763145E+0	
3.90500000000000008E-1	1.15603561930077537E+0	
3.91000000000000008E-1	1.15598503528715104E+0	
3.91500000000000008E-1	1.15593437722484997E+0	
3.92000000000000008E-1	1.15588365218489157E+0	
3.92500000000000008E-1	1.15583284872612608E+0	
3.93000000000000008E-1	1.15578197828970327E+0	
3.93500000000000008E-1	1.15573103650549279E+0	
3.94000000000000008E-1	1.15568002774362499E+0	
3.94500000000000008E-1	1.15562894056295010E+0	
3.95000000000000008E-1	1.15557778203448754E+0	
3.95500000000000008E-1	1.15552654945734824E+0	
3.96000000000000008E-1	1.15547524553242127E+0	
3.96500000000000008E-1	1.15542387462983698E+0	
3.97000000000000008E-1	1.15537243674959536E+0	
3.97500000000000008E-1	1.15532092045054665E+0	
3.98000000000000008E-1	1.15526933280371028E+0	
3.98500000000000008E-1	1.15521767110819716E+0	
3.99000000000000008E-1	1.15516593806489638E+0	
3.99500000000000008E-1	1.15511413804393827E+0	
4.00000000000000008E-1	1.15506226667519249E+0	
4.00500000000000008E-1	1.15501031688763963E+0	
4.01000000000000008E-1	1.15495829305141002E+0	
4.01500000000000008E-1	1.15490620930854250E+0	
4.02000000000000008E-1	1.15485404714686790E+0	
4.02500000000000008E-1	1.15480180656638621E+0	
4.03000000000000008E-1	1.15474949900824720E+0	
4.03500000000000008E-1	1.15469712010232052E+0	
4.04000000000000008E-1	1.15464467421873651E+0	
4.04500000000000008E-1	1.15459214991634542E+0	
4.05000000000000008E-1	1.15453954719514724E+0	
4.05500000000000008E-1	1.15448688456731115E+0	
4.06000000000000008E-1	1.15443414789079832E+0	
4.06500000000000008E-1	1.15438133279547840E+0	
4.07000000000000008E-1	1.15432844635237082E+0	
4.07500000000000008E-1	1.15427548856147557E+0	
4.08000000000000008E-1	1.15422246109203391E+0	
4.08500000000000008E-1	1.15416935790467425E+0	
4.09000000000000008E-1	1.15411618066863783E+0	
4.09500000000000009E-1	1.15406293208481376E+0	
4.10000000000000009E-1	1.15400961652333236E+0	
4.10500000000000009E-1	1.15395622254304387E+0	
4.11000000000000009E-1	1.15390276158509805E+0	
4.11500000000000009E-1	1.15384922220834515E+0	
4.12000000000000009E-1	1.15379561148380458E+0	
4.12500000000000009E-1	1.15374193378160669E+0	
4.13000000000000009E-1	1.15368817766060171E+0	
4.13500000000000009E-1	1.15363434749091998E+0	
4.14000000000000009E-1	1.15358044597345058E+0	
4.14500000000000009E-1	1.15352647310819352E+0	
4.15000000000000009E-1	1.15347242619425972E+0	
4.15500000000000009E-1	1.15341830793253824E+0	
4.16000000000000009E-1	1.15336411562214002E+0	
4.16500000000000009E-1	1.15330985196395414E+0	
4.17000000000000009E-1	1.15325550988696116E+0	
4.17500000000000009E-1	1.15320110083231086E+0	
4.18000000000000009E-1	1.15314661335885347E+0	
4.18500000000000009E-1	1.15309205453760842E+0	
4.19000000000000009E-1	1.15303742873870604E+0	
4.19500000000000009E-1	1.15298272452099658E+0	
4.20000000000000009E-1	1.15292794625461036E+0	
4.20500000000000009E-1	1.15287309664043648E+0	
4.21000000000000009E-1	1.15281816860745551E+0	
4.21500000000000009E-1	1.15276316922668688E+0	
4.22000000000000009E-1	1.15270810723839126E+0	
4.22500000000000009E-1	1.15265296246115822E+0	
4.23000000000000009E-1	1.15259774363524842E+0	
4.23500000000000009E-1	1.15254245346155096E+0	
4.24000000000000009E-1	1.15248708486904642E+0	
4.24500000000000009E-1	1.15243164929888454E+0	
4.25000000000000009E-1	1.15237614238093501E+0	
4.25500000000000009E-1	1.15232055434328930E+0	
4.26000000000000009E-1	1.15226490202887534E+0	
4.26500000000000009E-1	1.15220916422463488E+0	
4.27000000000000009E-1	1.15215336214362618E+0	
4.27500000000000009E-1	1.15209747894292130E+0	
4.28000000000000009E-1	1.15204152439442876E+0	
4.28500000000000009E-1	1.15198550286827889E+0	
4.29000000000000009E-1	1.15192940292332194E+0	
4.29500000000000009E-1	1.15187322455955789E+0	
4.30000000000000009E-1	1.15181697484800619E+0	
4.30500000000000009E-1	1.15176065108777773E+0	
4.31000000000000009E-1	1.15170425597976161E+0	
4.31500000000000009E-1	1.15164778682306874E+0	
4.32000000000000009E-1	1.15159124631858820E+0	
4.32500000000000009E-1	1.15153462739530058E+0	
4.33000000000000009E-1	1.15147793005320587E+0	
4.33500000000000009E-1	1.15142116573345383E+0	
4.34000000000000009E-1	1.15136432299489471E+0	
4.34500000000000009E-1	1.15130740890854792E+0	
4.35000000000000009E-1	1.15125042077352438E+0	
4.35500000000000009E-1	1.15119335421969375E+0	
4.36000000000000009E-1	1.15113621631807546E+0	
4.36500000000000009E-1	1.15107900436778042E+0	
4.37000000000000009E-1	1.15102171669956738E+0	
4.37500000000000009E-1	1.15096435935280792E+0	
4.38000000000000009E-1	1.15090691921711104E+0	
4.38500000000000009E-1	1.15084941210375683E+0	
4.39000000000000009E-1	1.15079182657159554E+0	
4.39500000000000009E-1	1.15073416262062716E+0	
4.40000000000000009E-1	1.15067642732187111E+0	
4.40500000000000009E-1	1.15061861797443831E+0	
4.41000000000000009E-1	1.15056073727921785E+0	
4.41500000000000009E-1	1.15050278253532064E+0	
4.42000000000000009E-1	1.15044474500248600E+0	
4.42500000000000009E-1	1.15038663342097461E+0	
4.43000000000000009E-1	1.15032845049167556E+0	
4.43500000000000009E-1	1.15027019351369976E+0	
4.44000000000000009E-1	1.15021186081780595E+0	
4.44500000000000009E-1	1.15015345407323540E+0	
4.45000000000000009E-1	1.15009496890985776E+0	
4.45500000000000009E-1	1.15003640969780337E+0	
4.46000000000000009E-1	1.14997777476783097E+0	
4.46500000000000009E-1	1.14991906578918183E+0	
4.47000000000000009E-1	1.14986028983287536E+0	
4.47500000000000009E-1	1.14980143108763146E+0	
4.48000000000000009E-1	1.14974249829371082E+0	
4.48500000000000009E-1	1.14968348708098308E+0	
4.49000000000000009E-1	1.14962440452046768E+0	
4.49500000000000009E-1	1.14956523647012577E+0	
4.50000000000000009E-1	1.14950600851314596E+0	
4.50500000000000009E-1	1.14944669069620929E+0	
4.51000000000000009E-1	1.14938731027174564E+0	
4.51500000000000009E-1	1.14932784705834457E+0	
4.52000000000000009E-1	1.14926830542613640E+0	
4.52500000000000009E-1	1.14920868974525148E+0	
4.53000000000000009E-1	1.14914900271657890E+0	
4.53500000000000009E-1	1.14908923726909924E+0	
4.54000000000000009E-1	1.14902940047383190E+0	
4.54500000000000009E-1	1.14896948255886840E+0	
4.55000000000000009E-1	1.14890949329611723E+0	
4.55500000000000009E-1	1.14884942124442863E+0	
4.56000000000000010E-1	1.14878927951419362E+0	
4.56500000000000010E-1	1.14872906206604061E+0	
4.57000000000000010E-1	1.14866875912806109E+0	
4.57500000000000010E-1	1.14860838921242424E+0	
4.58000000000000010E-1	1.14854794087798030E+0	
4.58500000000000010E-1	1.14848742119574870E+0	
4.59000000000000010E-1	1.14842682039382093E+0	
4.59500000000000010E-1	1.14836614387397515E+0	
4.60000000000000010E-1	1.14830539330545262E+0	
4.60500000000000010E-1	1.14824455994799266E+0	
4.61000000000000010E-1	1.14818365254185596E+0	
4.61500000000000010E-1	1.14812267815806193E+0	
4.62000000000000010E-1	1.14806161391431105E+0	
4.62500000000000010E-1	1.14800047832277250E+0	
4.63000000000000010E-1	1.14793926868255721E+0	
4.63500000000000010E-1	1.14787798062353483E+0	
4.64000000000000010E-1	1.14781662121672478E+0	
4.64500000000000010E-1	1.14775517632008822E+0	
4.65000000000000010E-1	1.14769366007566399E+0	
4.65500000000000010E-1	1.14763206978256302E+0	
4.66000000000000010E-1	1.14757039670052462E+0	
4.66500000000000010E-1	1.14750864956980947E+0	
4.67000000000000010E-1	1.14744682402028723E+0	
4.67500000000000010E-1	1.14738492005195790E+0	
4.68000000000000010E-1	1.14732294473584091E+0	
4.68500000000000010E-1	1.14726089100091683E+0	
4.69000000000000010E-1	1.14719875177616624E+0	
4.69500000000000010E-1	1.14713654557375832E+0	
4.70000000000000010E-1	1.14707426095254332E+0	
4.70500000000000010E-1	1.14701189354239088E+0	
4.71000000000000010E-1	1.14694945208356170E+0	
4.71500000000000010E-1	1.14688693927694485E+0	
4.72000000000000010E-1	1.14682434098050149E+0	
4.72500000000000010E-1	1.14676166426525105E+0	
4.73000000000000010E-1	1.14669892057234327E+0	
4.73500000000000010E-1	1.14663609409049807E+0	
4.74000000000000010E-1	1.14657318648895670E+0	
4.74500000000000010E-1	1.14651020316949732E+0	
4.75000000000000010E-1	1.14644714580136119E+0	
4.75500000000000010E-1	1.14638400294339856E+0	
4.76000000000000010E-1	1.14632078873764825E+0	
4.76500000000000010E-1	1.14625749174296052E+0	
4.77000000000000010E-1	1.14619412506972638E+0	
4.77500000000000010E-1	1.14613067560755481E+0	
4.78000000000000010E-1	1.14606714772657615E+0	
4.78500000000000010E-1	1.14600354849780983E+0	
4.79000000000000010E-1	1.14593986814934734E+0	
4.79500000000000010E-1	1.14587610501194742E+0	
4.80000000000000010E-1	1.14581226782587074E+0	
4.80500000000000010E-1	1.14574834785085665E+0	
4.81000000000000010E-1	1.14568435382716580E+0	
4.81500000000000010E-1	1.14562028845568728E+0	
4.82000000000000010E-1	1.14555613322425192E+0	
4.82500000000000010E-1	1.14549190394413981E+0	
4.83000000000000010E-1	1.14542759624522060E+0	
4.83500000000000010E-1	1.14536320575736398E+0	
4.84000000000000010E-1	1.14529874122083060E+0	
4.84500000000000010E-1	1.14523420970663989E+0	
4.85000000000000010E-1	1.14516958833249234E+0	
4.85500000000000010E-1	1.14510488853953769E+0	
4.86000000000000010E-1	1.14504011032777596E+0	
4.86500000000000010E-1	1.14497525369720714E+0	
4.87000000000000010E-1	1.14491031864783123E+0	
4.87500000000000010E-1	1.14484529810862881E+0	
4.88000000000000010E-1	1.14478020622163872E+0	
4.88500000000000010E-1	1.14471503591584155E+0	
4.89000000000000010E-1	1.14464978719123729E+0	
4.89500000000000010E-1	1.14458445734693685E+0	
4.90000000000000010E-1	1.14451905178471841E+0	
4.90500000000000010E-1	1.14445356073267346E+0	
4.91000000000000010E-1	1.14438799126182142E+0	
4.91500000000000010E-1	1.14432235044318171E+0	
4.92000000000000010E-1	1.14425662413471550E+0	
4.92500000000000010E-1	1.14419082377757253E+0	
4.93000000000000010E-1	1.14412494063149214E+0	
4.93500000000000010E-1	1.14405897199558523E+0	
4.94000000000000010E-1	1.14399293201189066E+0	
4.94500000000000010E-1	1.14392681360938900E+0	
4.95000000000000010E-1	1.14386060971706083E+0	
4.95500000000000010E-1	1.14379432740592557E+0	
4.96000000000000010E-1	1.14372796667598322E+0	
4.96500000000000010E-1	1.14366152752723378E+0	
4.97000000000000010E-1	1.14359500995967726E+0	
4.97500000000000010E-1	1.14352841397331364E+0	
4.98000000000000010E-1	1.14346173249712352E+0	
4.98500000000000010E-1	1.14339497967314573E+0	
4.99000000000000010E-1	1.14332813698921108E+0	
4.99500000000000010E-1	1.14326122025659969E+0	
5.00000000000000010E-1	1.14319422510518121E+0	
5.00500000000000010E-1	1.14312714009380588E+0	
5.01000000000000010E-1	1.14305998103375380E+0	
5.01500000000000010E-1	1.14299274625578372E+0	
5.02000000000000010E-1	1.14292543035811746E+0	
5.02500000000000010E-1	1.14285803167151378E+0	
5.03000000000000010E-1	1.14279054749508358E+0	
5.03500000000000010E-1	1.14272299197086572E+0	
5.04000000000000010E-1	1.14265535095682134E+0	
5.04500000000000010E-1	1.14258763152396988E+0	
5.05000000000000010E-1	1.14251982660129190E+0	
5.05500000000000011E-1	1.14245195033082626E+0	
5.06000000000000011E-1	1.14238398857053411E+0	
5.06500000000000011E-1	1.14231594402130453E+0	
5.07000000000000011E-1	1.14224782542339820E+0	
5.07500000000000011E-1	1.14217961696553502E+0	
5.08000000000000011E-1	1.14211133008886475E+0	
5.08500000000000011E-1	1.14204296479338740E+0	
5.09000000000000011E-1	1.14197451400808353E+0	
5.09500000000000011E-1	1.14190599187499199E+0	
5.10000000000000011E-1	1.14183738425207395E+0	
5.10500000000000011E-1	1.14176869113932939E+0	
5.11000000000000011E-1	1.14169992230866683E+0	
5.11500000000000011E-1	1.14163107235830809E+0	
5.12000000000000011E-1	1.14156213961901193E+0	
5.12500000000000011E-1	1.14149312138988925E+0	
5.13000000000000011E-1	1.14142402474195949E+0	
5.13500000000000011E-1	1.14135484967522263E+0	
5.14000000000000011E-1	1.14128559618967869E+0	
5.14500000000000011E-1	1.14121625284417790E+0	
5.15000000000000011E-1	1.14114682400885060E+0	
5.15500000000000011E-1	1.14107732819586597E+0	
5.16000000000000011E-1	1.14100773815279414E+0	
5.16500000000000011E-1	1.14093807843117591E+0	
5.17000000000000011E-1	1.14086832447947049E+0	
5.17500000000000011E-1	1.14079849647908832E+0	
5.18000000000000011E-1	1.14072857861874930E+0	
5.18500000000000011E-1	1.14065858941062261E+0	
5.19000000000000011E-1	1.14058850764164999E+0	
5.19500000000000011E-1	1.14051835452488970E+0	
5.20000000000000011E-1	1.14044811154817256E+0	
5.20500000000000011E-1	1.14037778745175925E+0	
5.21000000000000011E-1	1.14030738056640851E+0	
5.21500000000000011E-1	1.14023689526225068E+0	
5.22000000000000011E-1	1.14016632009813600E+0	
5.22500000000000011E-1	1.14009567088534457E+0	
5.23000000000000011E-1	1.14002493888361571E+0	
5.23500000000000011E-1	1.13995412139206034E+0	
5.24000000000000011E-1	1.13988321841067846E+0	
5.24500000000000011E-1	1.13981223701048949E+0	
5.25000000000000011E-1	1.13974117282136309E+0	
5.25500000000000011E-1	1.13967002314241018E+0	
5.26000000000000011E-1	1.13959879504465018E+0	
5.26500000000000011E-1	1.13952747438604424E+0	
5.27000000000000011E-1	1.13945607800952030E+0	
5.27500000000000011E-1	1.13938459614316985E+0	
5.28000000000000011E-1	1.13931303585801231E+0	
5.28500000000000011E-1	1.13924139008302826E+0	
5.29000000000000011E-1	1.13916966588923712E+0	
5.29500000000000011E-1	1.13909785183548912E+0	
5.30000000000000011E-1	1.13902594792178428E+0	
5.30500000000000011E-1	1.13895397703042211E+0	
5.31000000000000011E-1	1.13888190920808367E+0	
5.31500000000000011E-1	1.13880976296693813E+0	
5.32000000000000011E-1	1.13873753123596609E+0	
5.32500000000000011E-1	1.13866522108618695E+0	
5.33000000000000011E-1	1.13859282107645097E+0	
5.33500000000000011E-1	1.13852034264790789E+0	
5.34000000000000011E-1	1.13844777435940797E+0	
5.34500000000000011E-1	1.13837512765210095E+0	
5.35000000000000011E-1	1.13830239545496742E+0	
5.35500000000000011E-1	1.13822957776800739E+0	
5.36000000000000011E-1	1.13815667729210992E+0	
5.36500000000000011E-1	1.13808369132638594E+0	
5.37000000000000011E-1	1.13801062694185487E+0	
5.37500000000000011E-1	1.13793747706749729E+0	
5.38000000000000011E-1	1.13786423296305252E+0	
5.38500000000000011E-1	1.13779091480993100E+0	
5.39000000000000011E-1	1.13771751116698297E+0	
5.39500000000000011E-1	1.13764401329394774E+0	
5.40000000000000011E-1	1.13757044137223577E+0	
5.40500000000000011E-1	1.13749677959056695E+0	
5.41000000000000011E-1	1.13742303231907161E+0	
5.41500000000000011E-1	1.13734920662876918E+0	
5.42000000000000011E-1	1.13727529107850991E+0	
5.42500000000000011E-1	1.13720129003842412E+0	
5.43000000000000011E-1	1.13712720620940090E+0	
5.43500000000000011E-1	1.13705304126068151E+0	
5.44000000000000011E-1	1.13697878208187493E+0	
5.44500000000000011E-1	1.13690444885439160E+0	
5.45000000000000011E-1	1.13683001432580165E+0	
5.45500000000000011E-1	1.13675550574853496E+0	
5.46000000000000011E-1	1.13668091438233084E+0	
5.46500000000000011E-1	1.13660623045528078E+0	
5.47000000000000011E-1	1.13653146373929329E+0	
5.47500000000000011E-1	1.13645661153347929E+0	
5.48000000000000011E-1	1.13638168090885821E+0	
5.48500000000000011E-1	1.13630665335326084E+0	
5.49000000000000011E-1	1.13623154300872605E+0	
5.49500000000000011E-1	1.13615635154449509E+0	
5.50000000000000011E-1	1.13608106585017693E+0	
5.50500000000000011E-1	1.13600570610718203E+0	
5.51000000000000011E-1	1.13593024943321085E+0	
5.51500000000000011E-1	1.13585470997030224E+0	
5.52000000000000012E-1	1.13577908501756712E+0	
5.52500000000000012E-1	1.13570337457500549E+0	
5.53000000000000012E-1	1.13562758134350643E+0	
5.53500000000000012E-1	1.13555169555116144E+0	
